,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,wbEconomy,wbCode,wbRegion,wbIncome_group,wbLending category,wbOther (EMU or HIPC)
72312,VCT,North America,Saint Vincent and the Grenadines,2021-06-15,2158.0,2.0,9.429,12.0,0.0,0.0,19450.729,18.027,84.98299999999999,108.16,0.0,0.0,0.99,,,,,,,,,,,,,,,,,,23087.0,,,,103.0,20.81,,,928.0,,110947.0,281.78700000000003,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,2_Upper middle income,Blend,
72544,WSM,Oceania,Samoa,2021-06-15,3.0,0.0,0.0,,,0.0,15.12,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,40230.0,40230.0,,,267.0,20.28,20.28,,1346.0,,198410.0,69.413,22.0,5.606,3.5639999999999996,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,Samoa,WSM,East Asia & Pacific,3_Lower middle income,IDA,
73041,SMR,Europe,San Marino,2021-06-15,5090.0,0.0,0.0,90.0,0.0,0.0,149979.374,0.0,0.0,2651.895,0.0,0.0,0.09,,,,,,,,,,,,,,,,,,43670.0,,21879.0,19.0,55.0,128.68,,64.47,1621.0,38.89,33938.0,556.6669999999999,,,,56861.47,,,5.64,,,,3.8,84.97,,,San Marino,SMR,Europe & Central Asia,1_High income,,
73499,STP,Africa,Sao Tome and Principe,2021-06-15,2358.0,0.0,0.7140000000000001,37.0,0.0,0.0,10759.214,0.0,3.259,168.826,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,141.0,,,,643.0,,219161.0,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,São Tomé and Principe,STP,Sub-Saharan Africa,3_Lower middle income,IDA,HIPC
73992,SAU,Asia,Saudi Arabia,2021-06-15,468175.0,1269.0,1172.4289999999999,7606.0,16.0,16.857,13447.946000000002,36.451,33.677,218.476,0.46,0.484,1.04,,,,,,,,,90874.0,20617677.0,592.226,2.61,85217.0,2.448,0.013999999999999999,72.7,tests performed,16109908.0,,,125640.0,126889.0,46.27,,,3645.0,53.7,34813867.0,15.322000000000001,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,Saudi Arabia,SAU,Middle East & North Africa,1_High income,,
74488,SEN,Africa,Senegal,2021-06-15,42050.0,27.0,46.428999999999995,1156.0,1.0,0.857,2511.3579999999997,1.6130000000000002,2.773,69.04,0.06,0.051,1.17,,,,,,,,,973.0,552553.0,33.0,0.057999999999999996,1484.0,0.08900000000000001,0.031,32.0,tests performed,632648.0,,,7200.0,13597.0,3.78,,,812.0,23.15,16743930.0,82.32799999999999,18.7,3.008,1.796,2470.58,38.0,241.21900000000002,2.42,0.4,16.6,20.859,,67.94,0.512,,Senegal,SEN,Sub-Saharan Africa,3_Lower middle income,IDA,HIPC
74986,SRB,Europe,Serbia,2021-06-15,715147.0,132.0,156.143,6976.0,6.0,6.571000000000001,105097.64300000001,19.399,22.947,1025.1889999999999,0.882,0.966,0.68,,,,,,,,,10621.0,4293037.0,630.903,1.561,8893.0,1.307,0.018000000000000002,57.0,people tested,,,,,24359.0,,,,3580.0,32.41,6804596.0,80.291,41.2,17.366,,14048.881000000001,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.8059999999999999,,Serbia,SRB,Europe & Central Asia,2_Upper middle income,IBRD,
75467,SYC,Africa,Seychelles,2021-06-15,13630.0,0.0,166.28599999999997,50.0,0.0,0.5710000000000001,138600.77300000002,0.0,1690.9270000000001,508.44,0.0,5.811,1.18,,,,,,,,,,,,,,,,,,,,,,67.0,,,,681.0,,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.7959999999999999,,Seychelles,SYC,Sub-Saharan Africa,1_High income,IBRD,
75931,SLE,Africa,Sierra Leone,2021-06-15,4449.0,16.0,32.857,82.0,0.0,0.0,557.73,2.006,4.119,10.28,0.0,0.0,1.7,,,,,,,,,,,,,,,,,,,,,,1319.0,,,,165.0,40.74,7976985.0,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,Sierra Leone,SLE,Sub-Saharan Africa,4_Low income,IDA,HIPC
76463,SGP,Asia,Singapore,2021-06-15,62315.0,14.0,13.714,34.0,0.0,0.0,10651.511999999999,2.3930000000000002,2.344,5.812,0.0,0.0,1.0,,,,,,,,,,,,,63923.0,10.925999999999998,0.0,4661.1,samples tested,,,,,43542.0,,,,7443.0,58.33,5850343.0,7915.731,42.4,12.922,7.0489999999999995,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,Singapore,SGP,East Asia & Pacific,1_High income,,
76525,SXM,North America,Sint Maarten (Dutch part),2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,6996.0,,42882.0,1209.088,,,,36327.232,,,,,,,,78.95,,,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,1_High income,,
77009,SVK,Europe,Slovakia,2021-06-15,391087.0,49.0,77.286,12446.0,5.0,3.286,71632.339,8.975,14.155999999999999,2279.636,0.9159999999999999,0.602,0.65,,,182.0,33.336,,,,,44729.0,39286413.0,7195.784000000001,8.193,54828.0,10.042,0.002,500.0,tests performed,3126279.0,1922212.0,1204067.0,28840.0,33550.0,57.26,35.21,22.05,6145.0,50.0,5459643.0,113.12799999999999,41.2,15.07,9.167,30155.152000000002,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,Slovak Republic,SVK,Europe & Central Asia,1_High income,,EMU
77531,SVN,Europe,Slovenia,2021-06-15,256581.0,114.0,132.714,4408.0,2.0,2.4290000000000003,123419.621,54.836000000000006,63.838,2120.319,0.9620000000000001,1.168,0.57,40.0,19.241,122.0,58.684,,,,,2646.0,1323794.0,636.766,1.273,2264.0,1.089,0.05,20.0,tests performed,1340901.0,780564.0,560337.0,10131.0,15765.0,64.5,37.55,26.95,7583.0,35.19,2078932.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,Slovenia,SVN,Europe & Central Asia,1_High income,,EMU
77800,SLB,Oceania,Solomon Islands,2021-06-15,20.0,0.0,0.0,,,0.0,29.116999999999997,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,290.0,,,,422.0,25.0,686878.0,21.840999999999998,20.8,3.5069999999999997,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.5670000000000001,,Solomon Islands,SLB,East Asia & Pacific,3_Lower middle income,IDA,
78279,SOM,Africa,Somalia,2021-06-15,14823.0,6.0,6.7139999999999995,775.0,1.0,0.28600000000000003,932.6619999999999,0.37799999999999995,0.42200000000000004,48.763000000000005,0.063,0.018000000000000002,1.01,,,,,,,,,,,,,,,,,,,,,,2179.0,,,,137.0,29.63,15893219.0,23.5,16.8,2.7310000000000003,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,Somalia,SOM,Sub-Saharan Africa,4_Low income,IDA,HIPC
78796,ZAF,Africa,South Africa,2021-06-15,1761066.0,8436.0,8144.0,58087.0,208.0,129.143,29693.22,142.239,137.315,979.4010000000001,3.5069999999999997,2.177,1.41,,,,,,,,,47394.0,12270842.0,206.898,0.799,48403.0,0.816,0.168,5.9,people tested,1965812.0,1965812.0,479768.0,93825.0,62934.0,3.31,3.31,0.81,1061.0,44.44,59308690.0,46.754,27.3,5.343999999999999,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,South Africa,ZAF,Sub-Saharan Africa,2_Upper middle income,IBRD,
79330,KOR,Asia,South Korea,2021-06-15,149191.0,544.0,499.85699999999997,1993.0,1.0,2.286,2909.955,10.610999999999999,9.75,38.873000000000005,0.02,0.045,0.89,,,,,,,,,30733.0,10072806.0,196.46900000000002,0.599,29069.0,0.5670000000000001,0.017,58.2,people tested,15877730.0,13266098.0,3476708.0,49728.0,621446.0,30.97,25.88,6.78,12121.0,50.0,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,,"Korea, Rep.",KOR,East Asia & Pacific,1_High income,,
79789,SSD,Africa,South Sudan,2021-06-15,10688.0,0.0,0.0,115.0,0.0,0.0,954.82,0.0,0.0,10.274000000000001,0.0,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,1247.0,,,,111.0,25.0,11193729.0,,19.2,3.4410000000000003,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,South Sudan,SSD,Sub-Saharan Africa,4_Low income,IDA,
80312,ESP,Europe,Spain,2021-06-15,3745199.0,3432.0,4881.714,80579.0,62.0,38.571,80103.01299999999,73.404,104.411,1723.4389999999999,1.3259999999999998,0.825,0.94,899.0,19.227999999999998,3251.0,69.533,,,,,,,,,94420.0,2.019,0.052000000000000005,19.3,tests performed,34224523.0,22048919.0,13301010.0,591933.0,460066.0,73.2,47.16,28.45,9840.0,50.46,46754783.0,93.105,45.5,19.436,13.799000000000001,34272.36,1.0,99.40299999999999,7.17,27.4,31.4,,2.97,83.56,0.904,,Spain,ESP,Europe & Central Asia,1_High income,,EMU
80840,LKA,Asia,Sri Lanka,2021-06-15,228256.0,2334.0,2513.571,2315.0,55.0,67.286,10659.568000000001,108.99799999999999,117.384,108.111,2.569,3.142,0.91,,,,,,,,,15214.0,3780109.0,176.53099999999998,0.71,18296.0,0.8540000000000001,0.13699999999999998,7.3,tests performed,2930212.0,2317012.0,613200.0,99742.0,85232.0,13.68,10.82,2.86,3980.0,,21413250.0,341.955,34.1,10.068999999999999,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,Sri Lanka,LKA,South Asia,3_Lower middle income,IBRD,
81323,SDN,Africa,Sudan,2021-06-15,36304.0,0.0,42.857,2732.0,0.0,3.0,827.927,0.0,0.977,62.303999999999995,0.0,0.068,0.83,,,,,,,,,,,,,,,,,,,,,,10185.0,,,,232.0,,43849269.0,23.258000000000003,19.7,3.548,2.0340000000000003,4466.5070000000005,,431.38800000000003,15.67,,,23.436999999999998,0.8,65.31,0.51,,Sudan,SDN,Sub-Saharan Africa,4_Low income,IDA,HIPC
81804,SUR,South America,Suriname,2021-06-15,18825.0,226.0,254.857,418.0,6.0,7.857,32089.855,385.249,434.44,712.54,10.228,13.394,0.98,,,,,,,,,,,,,,,,,,146567.0,119956.0,26529.0,2152.0,5168.0,24.98,20.45,4.52,8810.0,,586634.0,3.612,29.6,6.933,4.229,13767.118999999999,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,Suriname,SUR,Latin America & Caribbean,2_Upper middle income,IBRD,
82327,SWE,Europe,Sweden,2021-06-15,1084636.0,1180.0,557.571,14574.0,0.0,4.0,107397.465,116.84,55.208999999999996,1443.075,0.0,0.396,0.5,98.0,9.704,426.0,42.181000000000004,,,,,21588.0,,,2.138,22134.0,2.1919999999999997,0.025,39.7,tests performed,,,,,91120.0,,,,9022.0,54.63,10099270.0,24.718000000000004,41.0,19.985,13.433,46949.282999999996,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,Sweden,SWE,Europe & Central Asia,1_High income,,
82826,CHE,Europe,Switzerland,2021-06-15,700978.0,243.0,311.42900000000003,10866.0,5.0,3.1430000000000002,80994.678,28.076999999999998,35.984,1255.515,0.578,0.363,0.59,,,,,,,,,19925.0,7621966.0,880.682,2.302,19763.0,2.2840000000000003,0.016,62.5,tests performed,6359591.0,3897685.0,2461904.0,103496.0,89152.0,73.48,45.04,28.45,10301.0,48.15,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53,83.78,0.955,,Switzerland,CHE,Europe & Central Asia,1_High income,,
83299,SYR,Asia,Syria,2021-06-15,24904.0,44.0,29.143,1821.0,6.0,3.1430000000000002,1423.0320000000002,2.5140000000000002,1.665,104.053,0.34299999999999997,0.18,1.16,,,,,,,,,,,,,,,,,,,,,,2450.0,,,,140.0,47.69,17500657.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.5670000000000001,,Syrian Arab Republic,SYR,Middle East & North Africa,4_Low income,IDA,
83838,TWN,Asia,Taiwan,2021-06-15,13241.0,135.0,221.0,460.0,8.0,21.714000000000002,555.953,5.667999999999999,9.279,19.314,0.336,0.912,0.76,,,,,,,,,31131.0,948185.0,39.812,1.307,27804.0,1.167,0.008,125.8,people tested,1009160.0,985084.0,24076.0,154035.0,37940.0,4.24,4.14,0.1,1593.0,68.52,23816775.0,,42.2,,8.353,,,103.95700000000001,,,,,,80.46,,,"Taiwan, China",TWN,East Asia & Pacific,1_High income,,
84272,TJK,Asia,Tajikistan,2021-06-15,13308.0,0.0,0.0,90.0,0.0,0.0,1395.3129999999999,0.0,0.0,9.436,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,1752.0,,,,184.0,21.3,9537642.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.69800000000004,7.11,,,72.704,4.8,71.1,0.6679999999999999,,Tajikistan,TJK,Europe & Central Asia,3_Lower middle income,IDA,
84751,TZA,Africa,Tanzania,2021-06-15,509.0,0.0,0.0,21.0,0.0,0.0,8.521,0.0,0.0,0.35200000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,59734213.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.28799999999998,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,Tanzania,TZA,Sub-Saharan Africa,3_Lower middle income,IDA,HIPC
85302,THA,Asia,Thailand,2021-06-15,202264.0,3000.0,2816.571,1485.0,19.0,26.857,2897.7659999999996,42.98,40.352,21.275,0.272,0.385,1.03,,,,,,,,,66332.0,7576442.0,108.545,0.95,58578.0,0.8390000000000001,,,tests performed,6780816.0,4948227.0,1832589.0,269632.0,239107.0,9.71,7.09,2.63,3426.0,53.7,69799978.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,Thailand,THA,East Asia & Pacific,2_Upper middle income,IBRD,
85775,TLS,Asia,Timor,2021-06-15,8412.0,71.0,92.571,19.0,0.0,0.28600000000000003,6380.258000000001,53.851000000000006,70.21300000000001,14.411,0.0,0.217,0.75,,,,,,,,,,,,,,,,,,110531.0,103813.0,6718.0,,2480.0,8.38,7.87,0.51,1881.0,64.35,1318442.0,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,Timor-Leste,TLS,East Asia & Pacific,3_Lower middle income,Blend,
86266,TGO,Africa,Togo,2021-06-15,13651.0,20.0,14.286,126.0,0.0,0.14300000000000002,1648.9229999999998,2.416,1.726,15.22,0.0,0.017,1.1,,,,,,,,,961.0,347663.0,41.995,0.11599999999999999,869.0,0.105,0.016,60.8,tests performed,,,,,,,,,,42.59,8278737.0,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,Togo,TGO,Sub-Saharan Africa,4_Low income,IDA,HIPC
86345,TON,Oceania,Tonga,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,,,,4021.0,35.19,105697.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,Tonga,TON,East Asia & Pacific,2_Upper middle income,IDA,
86810,TTO,North America,Trinidad and Tobago,2021-06-15,29309.0,327.0,318.57099999999997,686.0,9.0,12.429,20942.613999999998,233.65599999999998,227.63400000000001,490.17800000000005,6.431,8.881,0.83,,,,,,,,,944.0,212899.0,152.126,0.675,1385.0,0.99,0.23,4.3,people tested,185533.0,167027.0,18506.0,5470.0,7515.0,13.26,11.93,1.32,5370.0,74.07,1399491.0,266.88599999999997,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.7959999999999999,,Trinidad and Tobago,TTO,Latin America & Caribbean,1_High income,IBRD,
87301,TUN,Africa,Tunisia,2021-06-15,372221.0,1997.0,2005.4289999999999,13656.0,89.0,75.714,31494.461,168.97099999999998,169.68400000000003,1155.465,7.53,6.406000000000001,1.21,,,,,,,,,5525.0,1568353.0,132.702,0.467,6951.0,0.588,0.289,3.5,people tested,1433269.0,1055577.0,377692.0,27314.0,29958.0,12.13,8.93,3.2,2535.0,76.85,11818618.0,74.22800000000001,32.7,8.001,5.075,10849.296999999999,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,,Tunisia,TUN,Middle East & North Africa,3_Lower middle income,IBRD,
87785,TUR,Asia,Turkey,2021-06-15,5342028.0,5955.0,5970.286,48879.0,84.0,76.857,63339.899000000005,70.608,70.789,579.553,0.996,0.9109999999999999,0.9,,,,,,,,,223846.0,57447635.0,681.1510000000001,2.654,221213.0,2.623,0.027000000000000003,37.1,tests performed,36241225.0,22268007.0,13973218.0,1463060.0,664484.0,42.97,26.4,16.57,7879.0,64.81,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,Turkey,TUR,Europe & Central Asia,2_Upper middle income,IBRD,
87965,TCA,North America,Turks and Caicos Islands,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,2376.0,,38718.0,37.312,,,,,,,,,,,,80.22,,,Turks and Caicos Islands,TCA,Latin America & Caribbean,1_High income,,
88032,TUV,Oceania,Tuvalu,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4772.0,4772.0,,,169.0,40.47,40.47,,14332.0,,11792.0,373.06699999999995,,,,3575.1040000000003,3.3,,27.25,,,,,67.57,,,Tuvalu,TUV,East Asia & Pacific,2_Upper middle income,IDA,
88484,UGA,Africa,Uganda,2021-06-15,64521.0,1422.0,1407.4289999999999,459.0,25.0,10.142999999999999,1410.5729999999999,31.088,30.77,10.035,0.547,0.222,1.27,,,,,,,,,10816.0,1228618.0,26.86,0.23600000000000002,8591.0,0.188,0.16399999999999998,6.1,samples tested,812118.0,812118.0,,5989.0,7779.0,1.78,1.78,,170.0,47.22,45741000.0,213.75900000000001,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.221999999999998,0.5,63.37,0.544,,Uganda,UGA,Sub-Saharan Africa,4_Low income,IDA,HIPC
88976,UKR,Europe,Ukraine,2021-06-15,2285534.0,1197.0,1346.1429999999998,53894.0,82.0,67.714,52260.177,27.37,30.78,1232.32,1.875,1.548,0.71,,,,,,,,,32313.0,10548499.0,241.19799999999998,0.7390000000000001,24038.0,0.55,0.055999999999999994,17.9,tests performed,1831147.0,1543263.0,287884.0,62591.0,48814.0,4.19,3.53,0.66,1116.0,57.41,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,Ukraine,UKR,Europe & Central Asia,3_Lower middle income,IBRD,
89502,ARE,Asia,United Arab Emirates,2021-06-15,601950.0,2127.0,2100.857,1734.0,4.0,4.2860000000000005,60862.047999999995,215.05700000000002,212.41400000000002,175.322,0.40399999999999997,0.433,1.04,,,,,,,,,229143.0,53787952.0,5438.4,23.168000000000003,236426.0,23.905,0.009000000000000001,112.5,tests performed,13964439.0,,,116377.0,76688.0,141.19,,,7754.0,60.65,9890400.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,United Arab Emirates,ARE,Middle East & North Africa,1_High income,,
90026,GBR,Europe,United Kingdom,2021-06-15,4596994.0,7594.0,7517.429,128181.0,10.0,9.0,67716.37299999999,111.86399999999999,110.736,1888.18,0.147,0.133,1.32,206.0,3.034,1228.0,18.089000000000002,,,,,777277.0,193586143.0,2851.636,11.45,941427.0,13.868,0.008,125.2,tests performed,72461462.0,42021089.0,30440373.0,420699.0,458614.0,106.74,61.9,44.84,6756.0,51.39,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,United Kingdom,GBR,Europe & Central Asia,1_High income,,
90559,USA,North America,United States,2021-06-15,33486120.0,11305.0,13561.571000000002,600392.0,315.0,346.0,101165.71699999999,34.154,40.971000000000004,1813.859,0.9520000000000001,1.045,0.84,3940.0,11.902999999999999,13690.0,41.358999999999995,,,,,824759.0,460998400.0,1392.733,2.492,677733.0,2.048,0.019,52.6,tests performed,311886674.0,174674144.0,145768367.0,1240847.0,1137572.0,93.26,52.23,43.59,3401.0,,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.9259999999999999,,United States,USA,North America,1_High income,,
91041,URY,South America,Uruguay,2021-06-15,343615.0,2797.0,2948.143,5089.0,53.0,48.571000000000005,98918.25099999999,805.187,848.697,1464.997,15.257,13.982999999999999,0.82,,,,,,,,,19669.0,2576667.0,741.7589999999999,5.662000000000001,19639.0,5.654,0.15,6.7,tests performed,3381047.0,2125671.0,1255376.0,54511.0,38412.0,97.33,61.19,36.14,11058.0,63.89,3473727.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.8170000000000001,,Uruguay,URY,Latin America & Caribbean,1_High income,IBRD,
91521,UZB,Asia,Uzbekistan,2021-06-15,104113.0,300.0,278.57099999999997,709.0,1.0,1.429,3110.711,8.963,8.323,21.184,0.03,0.043,1.15,,,,,,,,,,,,,,,,,,2695058.0,1623764.0,1002919.0,,39902.0,8.05,4.85,3.0,1192.0,41.67,33469199.0,76.134,28.2,4.468999999999999,2.873,6253.104,,724.4169999999999,7.57,1.3,24.7,,4.0,71.72,0.72,,Uzbekistan,UZB,Europe & Central Asia,3_Lower middle income,Blend,
91761,VUT,Oceania,Vanuatu,2021-06-15,4.0,0.0,0.0,1.0,0.0,0.0,13.023,0.0,0.0,3.2560000000000002,0.0,0.0,,,,,,,,,,,,,,,,,,,5140.0,5140.0,,,611.0,1.67,1.67,,1989.0,22.22,307150.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,Vanuatu,VUT,East Asia & Pacific,3_Lower middle income,IDA,
92242,VEN,South America,Venezuela,2021-06-15,254116.0,1233.0,1259.4289999999999,2865.0,20.0,16.429000000000002,8936.437,43.361000000000004,44.29,100.75299999999999,0.703,0.578,0.99,,,,,,,,,,,,,,,,,,,,,,53862.0,,,,1894.0,,28435943.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,"Venezuela, RB",VEN,Latin America & Caribbean,,IBRD,
92774,VNM,Asia,Vietnam,2021-06-15,11304.0,423.0,297.42900000000003,61.0,2.0,0.857,116.131,4.346,3.056,0.627,0.021,0.009000000000000001,1.23,,,,,,,,,77438.0,4984188.0,51.205,0.7959999999999999,66330.0,0.6809999999999999,0.004,223.0,samples tested,1648072.0,1584436.0,63636.0,95421.0,41888.0,1.69,1.63,0.07,430.0,77.31,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000001,2.6,75.4,0.7040000000000001,,Vietnam,VNM,East Asia & Pacific,3_Lower middle income,IBRD,
93228,YEM,Asia,Yemen,2021-06-15,6864.0,1.0,5.857,1350.0,0.0,2.0,230.135,0.034,0.196,45.263000000000005,0.0,0.067,0.73,,,,,,,,,,,,,,,,,,,,,,4118.0,,,,138.0,37.96,29825968.0,53.508,20.3,2.9219999999999997,1.5830000000000002,1479.1470000000002,18.8,495.00300000000004,5.35,7.6,29.2,49.542,0.7,66.12,0.47,,"Yemen, Rep.",YEM,Middle East & North Africa,4_Low income,IDA,
93705,ZMB,Africa,Zambia,2021-06-15,115824.0,2690.0,1975.4289999999999,1444.0,28.0,17.570999999999998,6300.276,146.32299999999998,107.454,78.547,1.5230000000000001,0.956,1.56,,,,,,,,,11999.0,1709858.0,93.008,0.653,11470.0,0.624,0.172,5.8,tests performed,148304.0,142089.0,6215.0,,91.0,0.81,0.77,0.03,5.0,38.89,18383956.0,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,57.5,234.49900000000002,3.94,3.1,24.7,13.937999999999999,2.0,63.89,0.584,,Zambia,ZMB,Sub-Saharan Africa,3_Lower middle income,IDA,HIPC
94180,ZWE,Africa,Zimbabwe,2021-06-15,40318.0,241.0,142.429,1637.0,2.0,2.8569999999999998,2712.655,16.215,9.583,110.14,0.135,0.192,1.84,,,,,,,,,1999.0,585790.0,39.413000000000004,0.134,2546.0,0.171,0.055999999999999994,17.9,tests performed,1113478.0,694730.0,418748.0,5275.0,4953.0,7.49,4.67,2.82,333.0,67.59,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.5710000000000001,,Zimbabwe,ZWE,Sub-Saharan Africa,3_Lower middle income,Blend,
